soil_type,land_area,location,budget,water_availability,crop
loamy,17.4,Bengaluru,314926,medium,chilli
loamy,5.6,Nashik,62307,medium,onion
black,12.7,Pune,104818,medium,soybean
clay,13.2,Nashik,106011,medium,soybean
clay,12.0,Warangal,39398,medium,groundnut
loamy,6.7,Hyderabad,39304,high,maize
red,5.7,Delhi,34793,low,potato
black,11.8,Hyderabad,108246,medium,soybean
clay,15.4,Bengaluru,155826,medium,rice
red,19.9,Vijayawada,283602,medium,chilli
sandy,16.3,Bengaluru,120382,medium,cotton
loamy,1.5,Pune,12800,medium,potato
loamy,4.8,Bengaluru,48259,medium,chilli
loamy,12.5,Nashik,129477,medium,onion
clay,2.7,Hyderabad,23682,high,maize
black,7.0,Bengaluru,35275,medium,maize
loamy,12.3,Bengaluru,171026,medium,chilli
loamy,6.5,Vijayawada,80070,high,rice
black,7.5,Hyderabad,55044,medium,soybean
sandy,9.9,Hyderabad,64712,low,potato
loamy,16.2,Lucknow,139200,medium,wheat
loamy,14.9,Delhi,103298,medium,wheat
clay,18.2,Jaipur,284520,low,rice
red,1.5,Bengaluru,12450,high,maize
loamy,8.0,Nashik,59907,high,tomato
sandy,9.1,Delhi,30856,low,millet
loamy,17.3,Lucknow,134839,medium,potato
black,4.4,Hyderabad,37238,medium,cotton
red,19.0,Hyderabad,292159,medium,cotton
black,3.0,Hyderabad,25300,high,maize
loamy,4.3,Hyderabad,17828,medium,soybean
loamy,9.3,Vijayawada,130350,medium,rice
sandy,4.7,Vijayawada,32751,medium,potato
black,3.8,Pune,66763,medium,cotton
loamy,18.5,Jaipur,131620,low,rice
red,9.8,Vijayawada,124424,low,rice
sandy,10.3,Warangal,72779,medium,groundnut
sandy,4.7,Vijayawada,32449,medium,onion
loamy,2.0,Pune,16776,medium,maize
red,15.1,Nashik,102655,medium,groundnut
sandy,17.8,Nashik,55667,medium,groundnut
red,9.6,Jaipur,51561,medium,groundnut
loamy,1.1,Pune,10361,medium,potato
loamy,2.0,Nashik,16004,medium,soybean
loamy,10.9,Vijayawada,120061,medium,tomato
black,13.2,Hyderabad,128245,medium,soybean
loamy,10.4,Nashik,119364,medium,tomato
red,8.6,Vijayawada,112445,medium,chilli
loamy,20.0,Vijayawada,205228,medium,onion
sandy,18.1,Jaipur,159609,low,soybean
black,2.6,Hyderabad,13860,medium,maize
loamy,11.6,Vijayawada,165791,medium,tomato
loamy,14.0,Nashik,164399,medium,onion
sandy,13.3,Vijayawada,86668,medium,potato
clay,19.5,Vijayawada,174782,high,rice
loamy,18.3,Nashik,175376,medium,soybean
loamy,16.7,Nashik,136946,high,tomato
clay,7.9,Hyderabad,98795,high,rice
loamy,10.0,Hyderabad,83588,medium,maize
loamy,13.8,Warangal,125212,medium,chilli
black,13.8,Jaipur,93329,medium,soybean
red,17.5,Bengaluru,236855,medium,chilli
loamy,13.9,Delhi,110972,medium,potato
loamy,6.4,Pune,43797,medium,soybean
sandy,2.8,Delhi,7444,medium,millet
black,11.9,Hyderabad,212429,medium,cotton
red,16.9,Bengaluru,251684,medium,chilli
sandy,16.2,Delhi,95962,medium,millet
sandy,1.7,Pune,14579,medium,onion
clay,13.8,Hyderabad,134031,medium,rice
loamy,5.9,Pune,69172,medium,potato
red,19.3,Warangal,183882,medium,cotton
loamy,11.5,Pune,144403,medium,onion
sandy,3.2,Jaipur,16127,low,millet
red,17.2,Bengaluru,199595,medium,chilli
sandy,3.9,Vijayawada,55930,low,rice
black,7.3,Vijayawada,36913,high,soybean
red,3.7,Jaipur,23445,high,onion
clay,8.3,Pune,71964,medium,wheat
sandy,18.5,Jaipur,113908,medium,groundnut
loamy,4.5,Vijayawada,61349,medium,chilli
red,17.4,Jaipur,55429,medium,millet
loamy,7.3,Bengaluru,82736,high,tomato
clay,18.4,Bengaluru,88676,low,groundnut
loamy,12.4,Warangal,105774,high,maize
black,5.7,Pune,32182,medium,maize
black,10.1,Hyderabad,69451,medium,soybean
red,11.5,Warangal,110404,medium,cotton
loamy,9.0,Nashik,117892,medium,tomato
black,3.5,Pune,19842,medium,soybean
black,9.4,Pune,40856,medium,maize
red,4.1,Bengaluru,55040,medium,chilli
red,3.0,Jaipur,10231,medium,groundnut
loamy,10.3,Bengaluru,107511,medium,chilli
black,12.8,Nashik,197212,low,rice
sandy,14.5,Nashik,139710,medium,onion
sandy,4.3,Nashik,28426,low,groundnut
loamy,18.6,Bengaluru,145585,high,maize
loamy,19.8,Hyderabad,193584,medium,soybean
clay,5.2,Hyderabad,47730,low,potato
red,4.0,Bengaluru,40785,medium,chilli
clay,16.0,Bengaluru,168828,medium,rice
loamy,3.7,Pune,38588,medium,potato
loamy,18.3,Lucknow,111307,medium,potato
loamy,13.7,Lucknow,83501,medium,potato
clay,19.2,Nashik,343445,high,cotton
red,17.3,Jaipur,36499,medium,millet
loamy,11.1,Delhi,114696,medium,potato
black,13.7,Nashik,88307,medium,soybean
black,16.0,Warangal,96732,high,maize
loamy,8.8,Vijayawada,91755,medium,rice
black,3.0,Nashik,27764,medium,soybean
loamy,17.4,Vijayawada,217889,high,tomato
black,8.2,Lucknow,101466,low,tomato
clay,15.2,Bengaluru,224908,medium,rice
black,7.3,Pune,85518,medium,cotton
sandy,13.9,Nashik,140592,medium,onion
red,1.6,Pune,6473,high,groundnut
loamy,14.6,Nashik,118490,medium,tomato
loamy,5.6,Lucknow,46923,high,cotton
sandy,9.1,Vijayawada,72197,medium,onion
black,3.2,Hyderabad,30127,medium,soybean
red,3.5,Nashik,46519,medium,cotton
loamy,12.6,Warangal,158450,medium,chilli
red,7.5,Vijayawada,108624,medium,chilli
loamy,14.1,Nashik,94433,medium,soybean
loamy,17.6,Nashik,192487,high,tomato
red,3.5,Nashik,14179,low,groundnut
loamy,13.3,Jaipur,222977,low,chilli
loamy,2.3,Vijayawada,20945,medium,onion
loamy,6.6,Vijayawada,95311,medium,chilli
loamy,15.5,Pune,110105,medium,maize
sandy,14.8,Warangal,49896,low,groundnut
loamy,6.4,Warangal,65336,high,chilli
sandy,16.9,Warangal,76567,low,groundnut
loamy,7.9,Bengaluru,42775,high,rice
red,1.5,Bengaluru,23170,medium,chilli
loamy,6.7,Lucknow,61849,medium,potato
loamy,14.9,Hyderabad,148496,high,rice
red,15.6,Warangal,166127,medium,cotton
black,4.5,Nashik,38627,medium,soybean
black,4.1,Warangal,40899,medium,cotton
loamy,6.5,Warangal,51565,high,wheat
sandy,14.5,Nashik,95291,low,groundnut
loamy,16.7,Nashik,100767,medium,soybean
loamy,8.5,Delhi,66670,medium,wheat
loamy,9.2,Pune,64280,medium,onion
loamy,1.2,Bengaluru,8957,medium,chilli
loamy,7.1,Bengaluru,101388,medium,chilli
loamy,16.2,Hyderabad,150073,high,rice
black,15.6,Pune,121514,medium,soybean
red,17.3,Delhi,52000,medium,millet
loamy,1.5,Pune,13108,medium,potato
black,14.1,Warangal,171097,medium,cotton
sandy,8.6,Delhi,74794,low,potato
loamy,12.5,Delhi,140027,medium,potato
loamy,3.1,Jaipur,13604,low,maize
loamy,6.2,Bengaluru,80132,medium,chilli
loamy,17.0,Hyderabad,150174,high,rice
loamy,11.5,Bengaluru,162152,high,tomato
loamy,1.1,Jaipur,7915,low,soybean
black,14.0,Hyderabad,146927,medium,soybean
clay,15.6,Nashik,101016,medium,onion
sandy,9.1,Pune,72301,low,soybean
loamy,3.8,Nashik,35936,medium,onion
black,7.9,Pune,105777,medium,cotton
red,2.9,Nashik,17065,medium,groundnut
black,9.7,Warangal,128495,medium,cotton
red,5.9,Jaipur,27252,medium,millet
loamy,2.5,Vijayawada,21326,medium,onion
loamy,17.9,Pune,157648,medium,potato
loamy,1.6,Delhi,14436,medium,wheat
sandy,15.2,Lucknow,242643,low,cotton
clay,19.5,Bengaluru,278171,medium,rice
red,18.6,Warangal,117544,low,groundnut
black,16.2,Warangal,171726,medium,cotton
red,8.8,Warangal,59076,medium,groundnut
loamy,8.9,Nashik,73115,medium,tomato
loamy,18.2,Bengaluru,168200,medium,maize
loamy,11.1,Bengaluru,119011,medium,chilli
loamy,16.0,Vijayawada,174576,medium,onion
black,2.3,Nashik,19399,medium,cotton
clay,11.7,Bengaluru,119997,low,tomato
black,4.3,Hyderabad,35278,medium,cotton
clay,4.4,Nashik,33557,high,potato
red,16.9,Pune,70270,medium,millet
clay,10.5,Vijayawada,128322,medium,potato
loamy,12.0,Hyderabad,114607,medium,rice
red,16.5,Jaipur,83348,low,groundnut
black,10.2,Nashik,179499,medium,cotton
loamy,11.6,Delhi,125651,medium,wheat
loamy,1.8,Pune,17779,medium,wheat
red,18.5,Lucknow,89669,medium,groundnut
sandy,16.0,Nashik,84761,medium,groundnut
loamy,17.3,Nashik,193497,medium,onion
loamy,7.2,Warangal,70672,medium,chilli
red,3.5,Jaipur,18336,low,groundnut
black,14.7,Lucknow,126984,low,wheat
loamy,18.7,Vijayawada,141428,high,rice
sandy,15.4,Nashik,97149,low,groundnut
loamy,5.0,Pune,55829,medium,potato
red,19.4,Warangal,304176,medium,chilli
sandy,11.6,Nashik,66590,medium,onion
loamy,2.6,Jaipur,21864,medium,wheat
loamy,19.5,Warangal,259814,medium,chilli
clay,9.2,Bengaluru,57553,medium,rice
black,8.6,Hyderabad,75920,medium,cotton
loamy,15.2,Warangal,159235,medium,chilli
red,10.9,Jaipur,85078,low,rice
clay,10.5,Bengaluru,93937,medium,rice
loamy,13.8,Bengaluru,131875,medium,rice
loamy,7.6,Bengaluru,70731,high,tomato
loamy,9.1,Delhi,92368,medium,potato
loamy,3.0,Vijayawada,41047,medium,tomato
loamy,4.7,Pune,41804,medium,soybean
sandy,12.6,Jaipur,68919,low,millet
black,18.6,Nashik,232983,medium,cotton
loamy,1.7,Delhi,15946,medium,potato
loamy,3.8,Vijayawada,43674,high,tomato
loamy,11.6,Lucknow,88626,medium,potato
loamy,8.6,Pune,86603,medium,potato
loamy,5.1,Nashik,68625,medium,tomato
red,3.7,Jaipur,23699,medium,groundnut
black,2.9,Nashik,51742,medium,cotton
black,12.1,Hyderabad,97893,high,cotton
black,6.1,Pune,54104,medium,maize
black,8.6,Pune,128922,medium,cotton
loamy,2.9,Lucknow,32165,medium,wheat
clay,13.5,Warangal,175543,high,onion
sandy,14.8,Pune,143163,medium,onion
black,9.3,Bengaluru,75030,medium,maize
loamy,9.1,Hyderabad,149585,medium,rice
loamy,11.6,Vijayawada,78188,medium,onion
sandy,18.4,Jaipur,314904,low,chilli
loamy,4.1,Warangal,52806,medium,chilli
loamy,14.0,Nashik,141506,medium,soybean
loamy,8.7,Vijayawada,114210,medium,rice
red,9.9,Warangal,117823,medium,chilli
red,11.6,Lucknow,67379,high,groundnut
sandy,6.9,Jaipur,37662,low,millet
loamy,8.6,Delhi,91330,medium,potato
loamy,12.7,Warangal,200903,medium,chilli
black,8.9,Nashik,90454,medium,soybean
loamy,10.3,Nashik,135541,medium,tomato
loamy,19.0,Bengaluru,150476,high,rice
red,13.5,Pune,170094,medium,cotton
loamy,10.6,Pune,92012,medium,potato
sandy,2.8,Nashik,15582,medium,groundnut
loamy,14.8,Pune,150880,medium,wheat
loamy,15.7,Delhi,171418,medium,potato
loamy,7.9,Jaipur,92731,high,onion
red,4.8,Nashik,35503,low,groundnut
clay,7.7,Nashik,49343,high,wheat
clay,10.4,Delhi,103313,medium,potato
black,17.9,Warangal,317800,medium,cotton
sandy,19.8,Delhi,96271,medium,millet
sandy,18.5,Pune,114459,medium,onion
sandy,12.5,Nashik,105757,medium,onion
loamy,2.1,Bengaluru,19041,medium,tomato
red,6.0,Hyderabad,90337,medium,cotton
black,7.3,Nashik,108956,medium,cotton
loamy,9.6,Pune,64583,medium,wheat
loamy,6.5,Vijayawada,65439,high,rice
loamy,9.4,Nashik,124561,medium,tomato
loamy,3.2,Delhi,22599,medium,potato
sandy,16.0,Pune,90620,medium,millet
loamy,10.9,Nashik,97744,medium,onion
red,8.6,Hyderabad,149356,medium,cotton
red,1.5,Nashik,7506,medium,wheat
loamy,17.6,Hyderabad,89330,medium,soybean
clay,18.3,Vijayawada,107014,medium,rice
loamy,8.6,Vijayawada,56066,medium,onion
red,16.4,Jaipur,94660,medium,millet
loamy,13.5,Pune,111882,medium,soybean
loamy,15.3,Jaipur,117409,medium,wheat
clay,2.6,Jaipur,16455,low,onion
black,4.1,Pune,28007,medium,soybean
black,17.6,Warangal,165770,medium,maize
black,8.3,Nashik,98303,medium,wheat
loamy,18.4,Delhi,136016,medium,potato
loamy,2.1,Hyderabad,17340,high,maize
loamy,2.8,Bengaluru,31270,medium,tomato
loamy,17.4,Delhi,85893,medium,wheat
loamy,12.1,Warangal,125680,medium,chilli
loamy,16.0,Pune,111590,medium,onion
red,13.0,Warangal,203283,medium,chilli
black,2.7,Nashik,14045,medium,soybean
loamy,15.9,Warangal,117666,high,maize
red,16.3,Pune,136000,low,wheat
sandy,16.3,Jaipur,119635,high,rice
clay,17.6,Nashik,148811,medium,onion
sandy,16.7,Nashik,209972,high,rice
loamy,13.1,Pune,116448,medium,potato
sandy,6.2,Delhi,18154,medium,millet
sandy,17.3,Nashik,92610,medium,groundnut
red,12.9,Vijayawada,135413,medium,chilli
red,2.8,Nashik,14737,low,groundnut
red,8.1,Warangal,39879,low,groundnut
loamy,16.3,Vijayawada,164268,medium,onion
loamy,1.1,Nashik,15487,high,tomato
black,13.0,Hyderabad,197441,medium,cotton
loamy,16.9,Vijayawada,217063,medium,chilli
clay,19.1,Vijayawada,154385,low,potato
black,4.9,Pune,56766,medium,cotton
black,16.9,Warangal,125303,medium,maize
loamy,19.2,Nashik,118617,medium,soybean
loamy,7.3,Bengaluru,74534,high,rice
loamy,12.6,Lucknow,131322,medium,wheat
black,14.5,Pune,84555,medium,soybean
loamy,3.1,Vijayawada,48836,medium,rice
sandy,10.7,Hyderabad,82486,medium,groundnut
sandy,3.9,Warangal,26824,medium,groundnut
sandy,5.3,Jaipur,25248,low,groundnut
black,8.3,Warangal,85270,medium,cotton
red,15.3,Warangal,97972,medium,groundnut
clay,6.4,Lucknow,84517,medium,tomato
black,11.1,Pune,58736,low,millet
red,4.5,Nashik,54332,medium,cotton
red,15.4,Warangal,242673,medium,chilli
loamy,11.5,Pune,108205,medium,onion
sandy,10.0,Nashik,84340,medium,onion
sandy,10.4,Vijayawada,146454,high,tomato
red,10.0,Pune,28478,low,millet
black,8.1,Nashik,128943,medium,cotton
loamy,18.1,Bengaluru,172203,medium,maize
loamy,8.4,Delhi,55408,medium,wheat
clay,9.8,Delhi,49045,low,groundnut
loamy,5.3,Jaipur,21245,low,groundnut
red,12.7,Vijayawada,205173,medium,cotton
loamy,6.7,Bengaluru,66768,high,rice
loamy,10.9,Hyderabad,59415,medium,soybean
black,3.2,Delhi,14595,high,wheat
loamy,18.4,Pune,147027,medium,soybean
sandy,4.2,Nashik,32802,medium,onion
clay,1.3,Lucknow,12237,medium,cotton
loamy,8.5,Pune,109531,medium,potato
loamy,5.2,Delhi,31633,medium,potato
loamy,9.5,Nashik,66963,high,tomato
loamy,11.2,Pune,102596,medium,maize
loamy,6.0,Jaipur,67808,medium,wheat
loamy,1.2,Pune,10439,medium,potato
red,1.7,Nashik,6950,medium,groundnut
loamy,5.4,Bengaluru,76238,medium,tomato
black,12.0,Hyderabad,86767,medium,maize
sandy,6.0,Pune,37712,medium,onion
loamy,14.4,Pune,88672,medium,wheat
sandy,2.6,Warangal,14880,medium,groundnut
loamy,11.9,Vijayawada,174703,high,tomato
sandy,3.0,Nashik,23838,medium,groundnut
loamy,8.6,Vijayawada,116170,high,tomato
loamy,16.0,Bengaluru,231107,high,tomato
loamy,12.1,Bengaluru,107019,medium,tomato
black,17.2,Pune,235068,medium,cotton
black,1.5,Hyderabad,14260,medium,cotton
loamy,1.0,Lucknow,9036,medium,wheat
sandy,15.4,Warangal,96601,medium,groundnut
red,19.1,Warangal,85079,low,groundnut
black,12.9,Jaipur,67634,medium,wheat
loamy,18.5,Vijayawada,202356,medium,chilli
loamy,4.4,Vijayawada,44131,high,tomato
clay,9.7,Hyderabad,81239,high,rice
loamy,11.8,Bengaluru,161310,medium,tomato
clay,15.3,Jaipur,112565,medium,potato
red,3.3,Jaipur,17173,low,millet
loamy,16.4,Bengaluru,238492,medium,chilli
loamy,11.2,Bengaluru,153030,high,tomato
red,12.5,Warangal,185810,medium,chilli
red,5.0,Jaipur,78742,medium,cotton
black,8.3,Pune,120378,medium,cotton
black,17.6,Hyderabad,138973,high,maize
red,12.1,Warangal,85387,medium,groundnut
sandy,6.2,Nashik,41425,medium,groundnut
clay,15.7,Hyderabad,120889,high,potato
black,12.6,Nashik,231058,medium,cotton
red,16.3,Nashik,35481,medium,millet
sandy,11.1,Pune,22728,medium,millet
red,3.3,Pune,34467,medium,cotton
loamy,10.0,Vijayawada,88178,medium,tomato
loamy,8.3,Delhi,49941,medium,potato
clay,15.0,Nashik,70158,low,maize
loamy,6.5,Bengaluru,34773,high,maize
loamy,5.7,Vijayawada,59337,high,tomato
loamy,12.3,Jaipur,70515,high,maize
clay,12.9,Hyderabad,92410,high,rice
loamy,10.8,Nashik,131053,high,tomato
black,19.9,Jaipur,125867,high,soybean
clay,13.5,Hyderabad,137875,medium,rice
red,13.7,Warangal,46637,low,groundnut
red,8.7,Warangal,122890,medium,chilli
sandy,17.1,Nashik,193281,medium,onion
loamy,14.7,Vijayawada,108630,medium,onion
red,5.8,Vijayawada,43261,low,wheat
loamy,10.5,Hyderabad,99269,medium,soybean
sandy,12.9,Pune,75681,medium,onion
clay,10.4,Hyderabad,131048,low,tomato
loamy,4.7,Pune,44764,medium,potato
clay,13.5,Hyderabad,159659,medium,rice
red,10.8,Bengaluru,104701,medium,chilli
black,16.0,Hyderabad,164806,medium,soybean
clay,10.9,Warangal,137449,low,tomato
loamy,11.7,Nashik,126645,medium,soybean
red,9.8,Hyderabad,44399,low,soybean
red,7.9,Delhi,18599,low,millet
sandy,1.4,Delhi,18192,low,cotton
loamy,6.0,Nashik,65275,low,soybean
sandy,16.1,Warangal,171136,medium,rice
black,17.5,Vijayawada,110904,low,rice
loamy,6.6,Bengaluru,81032,medium,chilli
black,18.3,Hyderabad,270448,medium,cotton
sandy,18.3,Nashik,53487,low,groundnut
red,15.4,Jaipur,82898,medium,millet
loamy,7.2,Delhi,74295,medium,potato
clay,17.3,Lucknow,122054,low,onion
black,17.5,Nashik,170163,medium,cotton
loamy,15.7,Lucknow,174605,medium,wheat
loamy,18.8,Pune,104106,medium,onion
loamy,3.0,Lucknow,34731,medium,wheat
red,15.0,Pune,43296,medium,millet
sandy,18.4,Pune,162052,medium,onion
clay,16.2,Vijayawada,172005,medium,rice
red,3.5,Warangal,51294,medium,cotton
black,18.7,Bengaluru,192336,high,maize
sandy,5.1,Warangal,38965,medium,groundnut
loamy,1.3,Delhi,15807,medium,potato
clay,6.9,Bengaluru,67102,medium,rice
loamy,13.9,Bengaluru,174978,medium,tomato
red,5.2,Jaipur,21641,low,millet
black,16.0,Jaipur,151260,medium,rice
loamy,8.5,Bengaluru,75935,medium,tomato
clay,6.2,Warangal,105950,medium,cotton
sandy,11.6,Nashik,114986,low,potato
red,19.8,Warangal,99118,medium,groundnut
red,2.0,Bengaluru,26868,medium,chilli
black,10.6,Hyderabad,93326,medium,soybean
loamy,11.6,Hyderabad,138585,medium,rice
black,17.9,Pune,117463,medium,maize
black,10.9,Hyderabad,103072,medium,soybean
red,8.1,Hyderabad,49840,medium,onion
loamy,1.8,Nashik,16158,medium,onion
loamy,18.9,Vijayawada,191097,medium,tomato
loamy,13.1,Nashik,132254,medium,tomato
loamy,18.8,Vijayawada,167222,medium,onion
sandy,17.8,Pune,183297,medium,onion
loamy,15.1,Warangal,78764,high,maize
loamy,17.1,Nashik,212272,high,tomato
sandy,5.6,Warangal,42509,low,groundnut
loamy,9.4,Hyderabad,89694,medium,soybean
sandy,2.7,Warangal,17415,medium,groundnut
sandy,16.4,Jaipur,61765,medium,groundnut
loamy,3.9,Vijayawada,41569,medium,tomato
loamy,8.9,Bengaluru,131025,high,tomato
loamy,15.7,Nashik,108521,medium,onion
loamy,4.5,Delhi,69040,medium,chilli
loamy,6.1,Vijayawada,93127,high,rice
loamy,6.7,Vijayawada,83227,medium,tomato
black,7.2,Bengaluru,42012,high,onion
loamy,13.7,Vijayawada,167616,high,tomato
black,2.0,Delhi,11361,high,millet
sandy,6.0,Pune,30834,medium,millet
clay,1.7,Delhi,7597,low,groundnut
loamy,4.4,Nashik,45292,high,tomato
loamy,2.9,Vijayawada,26904,medium,rice
sandy,19.4,Jaipur,111833,medium,millet
sandy,5.5,Delhi,24482,medium,millet
red,6.0,Hyderabad,33367,medium,millet
loamy,14.5,Lucknow,216456,high,cotton
red,11.4,Nashik,110452,medium,cotton
loamy,3.4,Hyderabad,22099,medium,rice
loamy,12.4,Lucknow,128054,medium,wheat
black,9.2,Vijayawada,39582,low,millet
loamy,18.9,Lucknow,142490,medium,wheat
clay,2.5,Hyderabad,22236,medium,rice
black,6.5,Nashik,55918,medium,soybean
sandy,1.8,Jaipur,18271,medium,cotton
black,4.4,Nashik,49554,medium,cotton
loamy,2.6,Nashik,25753,medium,tomato
clay,5.8,Hyderabad,72416,high,tomato
sandy,8.7,Delhi,21709,medium,millet
loamy,1.1,Pune,11128,medium,potato
black,1.1,Jaipur,5000,high,millet
sandy,8.3,Warangal,106646,low,potato
black,11.9,Nashik,121844,medium,soybean
black,14.9,Nashik,172443,medium,cotton
black,6.6,Jaipur,27584,medium,millet
red,8.5,Hyderabad,42238,low,maize
red,3.7,Nashik,13775,medium,groundnut
loamy,1.6,Bengaluru,15991,medium,rice
sandy,14.7,Delhi,67099,low,millet
loamy,15.7,Hyderabad,190566,low,cotton
sandy,8.7,Nashik,46317,low,groundnut
red,15.9,Nashik,115093,low,groundnut
clay,14.4,Hyderabad,110790,medium,rice
black,9.9,Hyderabad,102684,medium,soybean
loamy,12.5,Pune,92765,medium,potato
sandy,5.5,Pune,28817,medium,millet
clay,12.5,Nashik,76255,high,wheat
loamy,6.5,Vijayawada,53557,medium,onion
loamy,14.6,Lucknow,161408,medium,potato
red,18.7,Bengaluru,231476,medium,chilli
red,8.4,Delhi,17167,medium,millet
clay,9.6,Hyderabad,131976,medium,rice
black,18.7,Pune,186648,medium,soybean
loamy,17.4,Bengaluru,238658,medium,chilli
loamy,17.0,Delhi,100150,medium,wheat
sandy,4.7,Jaipur,31215,high,rice
black,9.8,Warangal,75383,medium,maize
sandy,8.3,Pune,100293,low,potato
sandy,15.7,Nashik,106712,low,maize
clay,13.1,Hyderabad,107640,medium,soybean
black,16.5,Pune,86489,medium,soybean
clay,14.9,Bengaluru,164248,medium,wheat
red,9.1,Warangal,131959,medium,chilli
red,3.3,Jaipur,13990,medium,groundnut
black,19.6,Hyderabad,143856,high,maize
loamy,6.8,Pune,70487,medium,potato
sandy,15.7,Nashik,115011,medium,onion
loamy,3.3,Lucknow,34916,medium,wheat
sandy,12.1,Warangal,174876,high,tomato
black,15.5,Pune,251403,medium,cotton
loamy,10.8,Pune,120476,medium,potato
loamy,4.3,Delhi,35828,medium,potato
black,3.2,Hyderabad,22867,high,maize
loamy,5.4,Vijayawada,53073,medium,onion
loamy,9.7,Bengaluru,44057,high,maize
loamy,16.4,Vijayawada,174322,medium,tomato
loamy,10.4,Delhi,128150,medium,potato
loamy,3.4,Delhi,29483,medium,potato
red,14.2,Warangal,65643,low,groundnut
loamy,4.0,Delhi,31420,medium,wheat
black,8.1,Nashik,71900,medium,soybean
red,12.0,Bengaluru,136356,medium,chilli
loamy,1.3,Vijayawada,18251,medium,tomato
black,15.9,Nashik,163054,medium,soybean
loamy,7.6,Pune,63943,medium,wheat
black,11.4,Hyderabad,116745,medium,soybean
loamy,8.0,Warangal,129814,medium,chilli
red,10.5,Jaipur,27134,low,millet
red,19.6,Warangal,321992,medium,cotton
loamy,18.3,Nashik,204004,high,tomato
sandy,14.5,Jaipur,58696,low,groundnut
loamy,1.1,Vijayawada,11303,medium,tomato
loamy,18.3,Jaipur,157746,medium,wheat
clay,8.9,Hyderabad,86538,medium,soybean
red,15.7,Hyderabad,216449,low,cotton
loamy,15.0,Delhi,126069,medium,wheat
loamy,7.4,Hyderabad,60302,medium,maize
loamy,2.6,Pune,21624,medium,wheat
sandy,7.8,Pune,25672,low,millet
clay,17.7,Vijayawada,206212,high,rice
loamy,11.8,Vijayawada,132223,medium,onion
red,13.2,Jaipur,17453,low,millet
loamy,1.1,Delhi,9683,medium,wheat
loamy,4.2,Jaipur,27660,medium,wheat
sandy,6.7,Pune,14740,low,millet
clay,19.2,Vijayawada,297000,medium,rice
loamy,4.5,Vijayawada,63495,medium,tomato
loamy,18.3,Hyderabad,106315,medium,soybean
red,14.7,Nashik,62536,low,groundnut
loamy,17.8,Nashik,103378,medium,onion
red,5.8,Pune,68431,medium,cotton
loamy,16.8,Vijayawada,158020,medium,rice
loamy,16.9,Warangal,204560,medium,chilli
red,1.6,Jaipur,9499,medium,groundnut
loamy,9.9,Bengaluru,85555,high,maize
black,13.4,Vijayawada,93577,medium,rice
loamy,1.7,Pune,16075,medium,maize
sandy,9.8,Jaipur,28888,high,millet
loamy,15.2,Hyderabad,102739,high,maize
red,20.0,Bengaluru,315588,high,chilli
loamy,13.5,Vijayawada,127283,high,tomato
loamy,15.8,Vijayawada,104327,medium,onion
loamy,13.4,Delhi,87376,medium,potato
red,8.0,Warangal,118636,medium,cotton
black,4.6,Pune,77464,medium,cotton
red,10.4,Nashik,63556,medium,cotton
red,16.1,Pune,93170,medium,millet
loamy,19.2,Bengaluru,261377,high,tomato
loamy,2.4,Hyderabad,23943,medium,maize
red,8.0,Nashik,32980,medium,groundnut
sandy,12.6,Pune,28052,low,millet
red,15.2,Pune,65700,low,millet
loamy,5.4,Lucknow,51250,medium,wheat
loamy,10.3,Bengaluru,76207,medium,tomato
loamy,17.5,Bengaluru,164822,low,potato
black,16.7,Bengaluru,137955,low,potato
loamy,15.3,Delhi,208621,medium,wheat
clay,2.3,Jaipur,6634,high,millet
black,2.3,Pune,19294,high,maize
sandy,8.7,Jaipur,38347,low,groundnut
red,5.5,Nashik,82503,medium,cotton
loamy,19.1,Vijayawada,200015,medium,onion
loamy,2.4,Delhi,27753,medium,wheat
sandy,19.5,Jaipur,75714,medium,groundnut
loamy,6.3,Jaipur,46670,medium,wheat
black,4.6,Hyderabad,26113,medium,soybean
red,3.5,Nashik,15200,low,groundnut
loamy,2.2,Hyderabad,17311,high,rice
loamy,19.2,Warangal,238214,medium,chilli
loamy,20.0,Pune,243824,medium,potato
loamy,2.6,Vijayawada,36621,medium,chilli
loamy,10.3,Vijayawada,156895,high,tomato
loamy,13.5,Lucknow,169489,medium,potato
loamy,4.1,Bengaluru,33683,medium,maize
sandy,5.8,Warangal,31130,low,groundnut
red,6.3,Pune,28057,low,millet
loamy,14.8,Vijayawada,152123,medium,onion
loamy,12.8,Vijayawada,130316,medium,rice
loamy,1.6,Hyderabad,12103,medium,soybean
red,2.5,Bengaluru,17060,low,groundnut
black,9.0,Pune,75466,medium,soybean
loamy,4.7,Pune,32801,medium,potato
loamy,13.3,Vijayawada,126879,medium,onion
red,18.8,Delhi,42036,medium,millet
sandy,19.5,Pune,255902,medium,onion
loamy,18.6,Vijayawada,190400,high,soybean
loamy,12.8,Vijayawada,80432,high,rice
loamy,14.1,Lucknow,139127,medium,potato
sandy,11.5,Jaipur,25141,medium,millet
loamy,15.6,Bengaluru,121339,high,tomato
black,9.9,Pune,66223,low,groundnut
sandy,5.4,Jaipur,59996,high,wheat
loamy,1.6,Hyderabad,8750,high,maize
red,16.4,Hyderabad,304246,medium,cotton
loamy,2.9,Vijayawada,31850,medium,chilli
loamy,1.4,Delhi,11351,medium,potato
